query size,batch_size,model,framework,data loading time,sklearn loading time,inference time,result writing time,conversion time,total framework time
10,10,randomforest,Sklearn,4995.261907577515,167.0844554901123,664683.5782527924,519.3674564361572,0.0,665202.9812335968
100,100,randomforest,Sklearn,4919.619560241699,38.82312774658203,83607.24210739136,544.081449508667,0.0,84151.36623382568
1000,1000,randomforest,Sklearn,4901.99613571167,38.297414779663086,10112.03408241272,508.2974433898926,0.0,10620.371580123901
10000,10000,randomforest,Sklearn,4906.307935714722,38.41996192932129,1503.64351272583,515.1209831237793,0.0,2018.8050270080566
100000,100000,randomforest,Sklearn,4909.781694412231,38.41662406921387,743.3316707611084,509.7017288208008,0.0,1253.0789375305176
2200000,2200000,randomforest,Sklearn,4906.5101146698,38.161277770996094,735.7594966888428,513.5881900787354,0.0,1249.4018077850342
10,10,randomforest,ONNXCPU,4919.609546661377,38.47336769104004,4942.6867961883545,512.1898651123047,77.49819755554199,5532.426118850708
100,100,randomforest,ONNXCPU,4908.059120178223,38.840293884277344,1812.946081161499,519.8085308074951,12.363672256469727,2345.174789428711
1000,1000,randomforest,ONNXCPU,4892.581939697266,38.54560852050781,1265.5954360961914,527.951717376709,12.310028076171875,1805.915355682373
10000,10000,randomforest,ONNXCPU,4901.61919593811,38.85626792907715,1165.9228801727295,517.3244476318359,12.198925018310547,1695.5020427703857
100000,100000,randomforest,ONNXCPU,4913.180589675903,38.5744571685791,1682.0671558380127,509.9835395812988,12.282371520996094,2204.3919563293457
2200000,2200000,randomforest,ONNXCPU,4904.735326766968,38.42759132385254,1696.4223384857178,508.78262519836426,12.35818862915039,2217.6263332366943
10,10,randomforest,HummingbirdPytorchCPU,4909.887790679932,39.75319862365723,78636.63363456726,517.9002285003662,5157.456874847412,84312.06488609314
100,100,randomforest,HummingbirdPytorchCPU,4925.3997802734375,38.72489929199219,10017.430305480957,515.7992839813232,1642.0197486877441,12175.323247909546
1000,1000,randomforest,HummingbirdPytorchCPU,4915.040969848633,38.56658935546875,2623.8701343536377,516.918420791626,1649.7464179992676,4790.60697555542
10000,10000,randomforest,HummingbirdPytorchCPU,4906.819105148315,38.76447677612305,1213.5846614837646,521.071195602417,1635.0514888763428,3369.7824478149414
100000,100000,randomforest,HummingbirdPytorchCPU,4900.80189704895,39.02578353881836,1254.3940544128418,506.4067840576172,1645.7023620605469,3406.5818786621094
2200000,2200000,randomforest,HummingbirdPytorchCPU,4947.016954421997,38.88392448425293,2954.838752746582,524.1458415985107,1634.6619129180908,5113.737106323242
10,10,randomforest,HummingbirdTorchScriptCPU,4897.964239120483,38.95306587219238,47834.306478500366,520.2436447143555,2059.337854385376,50413.98763656616
100,100,randomforest,HummingbirdTorchScriptCPU,4910.7666015625,39.485931396484375,6611.450672149658,514.2822265625,1925.504207611084,9051.309585571289
1000,1000,randomforest,HummingbirdTorchScriptCPU,4927.252769470215,38.76495361328125,2088.93084526062,519.2883014678955,1945.6026554107666,4553.89666557312
10000,10000,randomforest,HummingbirdTorchScriptCPU,4960.490942001343,38.99741172790527,1319.0281391143799,519.9742317199707,1999.4499683380127,3838.5353088378906
100000,100000,randomforest,HummingbirdTorchScriptCPU,4915.528059005737,38.70582580566406,1122.117042541504,515.7487392425537,2379.90665435791,4017.8587436676025
2200000,2200000,randomforest,HummingbirdTorchScriptCPU,4919.232606887817,38.74921798706055,2640.042781829834,527.4500846862793,16018.102169036865,19185.683250427246
10,10,randomforest,HummingbirdTVMCPU,4951.531410217285,38.92397880554199,59468.46628189087,660.6216430664062,12969.077587127686,73098.24419021606
100,100,randomforest,HummingbirdTVMCPU,4914.66498374939,39.18600082397461,6960.029125213623,666.1269664764404,12437.43920326233,20063.67325782776
1000,1000,randomforest,HummingbirdTVMCPU,4951.076984405518,38.93852233886719,1493.2336807250977,661.4515781402588,9452.776670455933,11607.542991638184
10000,10000,randomforest,HummingbirdTVMCPU,4905.44867515564,38.50913047790527,886.2161636352539,642.479419708252,9476.7324924469,11005.501985549927
100000,100000,randomforest,HummingbirdTVMCPU,4899.6262550354,38.87200355529785,2727.4770736694336,674.5123863220215,9971.219062805176,13373.328447341919
2200000,2200000,randomforest,HummingbirdTVMCPU,4934.313535690308,38.904666900634766,1076.2746334075928,523.212194442749,23496.44112586975,25096.006155014038
10,10,xgboost,Sklearn,4912.231922149658,206.55488967895508,175771.34037017822,527.9686450958252,0.0,176299.35693740845
100,100,xgboost,Sklearn,4918.7140464782715,197.2980499267578,19101.272583007812,502.8882026672363,0.0,19604.201078414917
1000,1000,xgboost,Sklearn,4900.414705276489,197.55172729492188,2370.2142238616943,521.8241214752197,0.0,2892.080783843994
10000,10000,xgboost,Sklearn,4900.496959686279,194.05269622802734,691.035270690918,516.5383815765381,0.0,1207.6189517974854
100000,100000,xgboost,Sklearn,4887.001276016235,194.00572776794434,475.83580017089844,508.86058807373047,0.0,984.748363494873
2200000,2200000,xgboost,Sklearn,4906.622648239136,196.05135917663574,424.98111724853516,502.6516914367676,0.0,927.6976585388184
10,10,xgboost,ONNXCPU,4930.785894393921,195.7535743713379,5007.6904296875,538.7139320373535,13.326883316040039,5559.786558151245
100,100,xgboost,ONNXCPU,4908.820390701294,195.2822208404541,1838.2480144500732,550.6963729858398,12.102842330932617,2401.104211807251
1000,1000,xgboost,ONNXCPU,4919.0428256988525,194.9164867401123,1279.6764373779297,541.2266254425049,12.145042419433594,1833.1069946289062
10000,10000,xgboost,ONNXCPU,4949.167013168335,195.63984870910645,1188.507318496704,544.3224906921387,12.124776840209961,1745.011568069458
