1,1,randomforest,Sklearn,4403.270483016968,51.05233192443848,7115111.617803574,1018.6591148376465,0.0,7116130.324602127
10,10,randomforest,Sklearn,4477.813482284546,53.18880081176758,714914.1657352448,1010.3003978729248,0.0,715924.5171546936
100,100,randomforest,Sklearn,4415.5731201171875,53.36809158325195,74790.49015045166,1017.1153545379639,0.0,75807.65461921692
1000,1000,randomforest,Sklearn,4391.733884811401,51.56373977661133,10218.39451789856,983.8287830352783,0.0,11202.27599143982
10000,10000,randomforest,Sklearn,4491.543531417847,53.53522300720215,1296.6630458831787,992.1801090240479,0.0,2288.89799118042
100000,100000,randomforest,Sklearn,4407.981157302856,54.15153503417969,354.04515266418457,997.2641468048096,0.0,1351.3681888580322
1000000,1000000,randomforest,Sklearn,4558.246374130249,51.999568939208984,353.654146194458,963.7620449066162,0.0,1317.4898624420166
7353840,7353840,randomforest,Sklearn,4437.95919418335,51.47075653076172,365.08893966674805,942.507266998291,0.0,1307.6648712158203
1,1,randomforest,HummingbirdPytorchCPU,4425.262212753296,53.481101989746094,554895.1680660248,965.63720703125,1761.0971927642822,557621.9668388367
10,10,randomforest,HummingbirdPytorchCPU,4362.500905990601,51.94902420043945,63625.0958442688,1044.8224544525146,1765.0642395019531,66435.05024909973
100,100,randomforest,HummingbirdPytorchCPU,4477.771997451782,51.56302452087402,6621.344566345215,977.9741764068604,1790.7800674438477,9390.18988609314
1000,1000,randomforest,HummingbirdPytorchCPU,4478.123188018799,51.489830017089844,1445.0373649597168,1000.1225471496582,1750.5486011505127,4195.781707763672
10000,10000,randomforest,HummingbirdPytorchCPU,4420.860052108765,51.691532135009766,647.9549407958984,1040.4279232025146,1749.7661113739014,3438.229560852051
100000,100000,randomforest,HummingbirdPytorchCPU,4431.156873703003,51.683902740478516,542.3245429992676,1018.9549922943115,1806.678056716919,3368.034601211548
1000000,1000000,randomforest,HummingbirdPytorchCPU,4455.855131149292,53.717851638793945,1056.4844608306885,1051.6140460968018,1770.6363201141357,3878.8206577301025
7353840,7353840,randomforest,HummingbirdPytorchCPU,4416.398525238037,53.95030975341797,1143.9273357391357,962.0988368988037,1791.5847301483154,3897.7034091949463
1,1,randomforest,HummingbirdTorchScriptCPU,4396.038293838501,52.42037773132324,329900.5515575409,1027.534008026123,1849.6670722961426,332777.81414985657
10,10,randomforest,HummingbirdTorchScriptCPU,4408.177852630615,52.39701271057129,36481.175899505615,1045.8974838256836,1879.2572021484375,39406.40687942505
100,100,randomforest,HummingbirdTorchScriptCPU,4414.065361022949,51.77569389343262,4536.021709442139,1034.820795059204,1902.0721912384033,7472.988605499268
1000,1000,randomforest,HummingbirdTorchScriptCPU,4456.402540206909,53.60555648803711,1121.9797134399414,1077.3777961730957,1889.8367881774902,4089.2601013183594
10000,10000,randomforest,HummingbirdTorchScriptCPU,4428.777456283569,52.213430404663086,687.2067451477051,1110.670566558838,1918.6863899230957,3716.63236618042
100000,100000,randomforest,HummingbirdTorchScriptCPU,4389.183521270752,51.82600021362305,544.4803237915039,1048.701286315918,2161.6568565368652,3754.9147605895996
1000000,1000000,randomforest,HummingbirdTorchScriptCPU,4497.921943664551,52.141666412353516,1026.1073112487793,957.439661026001,5415.234327316284,7398.862361907959
7353840,7353840,randomforest,HummingbirdTorchScriptCPU,4423.006534576416,52.25515365600586,1034.0335369110107,992.6736354827881,7198.910713195801,9225.694417953491
1,1,randomforest,HummingbirdTVMCPU,4452.491998672485,51.73754692077637,635394.0851688385,1362.8902435302734,3925.849199295044,640682.9016208649
10,10,randomforest,HummingbirdTVMCPU,4428.477764129639,53.47394943237305,65199.596643447876,1246.1578845977783,6160.723447799683,72606.55665397644
100,100,randomforest,HummingbirdTVMCPU,4457.3540687561035,53.89809608459473,6896.656036376953,1281.8074226379395,6077.402353286743,14255.942821502686
1000,1000,randomforest,HummingbirdTVMCPU,4454.4517993927,53.601980209350586,1080.7294845581055,1382.0106983184814,6202.075958251953,8664.891958236694
10000,10000,randomforest,HummingbirdTVMCPU,4348.560094833374,51.50771141052246,452.3313045501709,1220.482349395752,6093.5938358306885,7766.505002975464
100000,100000,randomforest,HummingbirdTVMCPU,4419.008255004883,51.75447463989258,392.11249351501465,1209.662914276123,6547.660350799561,8149.517774581909
1000000,1000000,randomforest,HummingbirdTVMCPU,4482.540845870972,51.89085006713867,362.138032913208,1151.3080596923828,11205.962419509888,12719.51150894165
7353840,7353840,randomforest,HummingbirdTVMCPU,4371.744871139526,52.19554901123047,362.95437812805176,1237.8287315368652,16674.662113189697,18275.547742843628
7353840,1,randomforest,TFDF,4438.8439655303955,51.57780647277832,1789123.2705116272,1190.9034252166748,3437.135696411133,1793751.387834549
7353840,10,randomforest,TFDF,4472.240924835205,53.77793312072754,183515.87772369385,1026.5071392059326,3616.9345378875732,188159.39497947693
