query size,batch_size,model,framework,data loading time,sklearn loading time,inference time,result writing time,conversion time,total framework time
1,1,lightgbm,ONNXGPU,4965.898275375366,153.38635444641113,166574.74637031555,1171.4794635772705,7476.428747177124,175222.7098941803
10,10,lightgbm,ONNXGPU,4894.604682922363,154.77919578552246,275456.11453056335,1071.7072486877441,5192.424774169922,281720.29972076416
100,100,lightgbm,ONNXGPU,4905.099630355835,155.49159049987793,20801.326513290405,1065.2902126312256,5114.144563674927,26980.814456939697
1000,1000,lightgbm,ONNXGPU,4899.947643280029,154.25872802734375,18693.670988082886,1062.8552436828613,5111.497402191162,24868.082761764526
10000,10000,lightgbm,ONNXGPU,4950.281143188477,155.34257888793945,14457.265853881836,1122.3859786987305,5132.367372512817,20712.082386016846
100000,100000,lightgbm,ONNXGPU,4899.191617965698,154.6022891998291,14774.682521820068,1067.0335292816162,5138.489723205566,20980.265617370605
2200000,2200000,lightgbm,ONNXGPU,4897.921800613403,155.68113327026367,17868.77179145813,1127.9447078704834,5353.9369106292725,24350.722312927246
