pyt_usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,121,147,169,207,231,249,295,301,333,363,379,415,437,473,501,521,537,581,609,641,661,693,721,759,785,817,845,1989,1989,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745,12745
max_usage,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360,15360



algo,lightgbm
dataset,airline
trees,10
batch_size,23013804
framework,HummingbirdTVMGPU
max_gpu_usage,100
max_mem_usage,6515
max_pyt_usage,6063

