query size,batch_size,model,framework,data loading time,sklearn loading time,inference time,result writing time,conversion time,total framework time
100,100,xgboost,HummingbirdPytorchGPU,18084.582805633545,228.5618782043457,3274.850368499756,118.56365203857422,11204.263687133789,14597.752332687378
1000,1000,xgboost,HummingbirdPytorchGPU,18108.599424362183,222.68366813659668,859.644889831543,119.22454833984375,6455.54518699646,7434.480905532837
10000,10000,xgboost,HummingbirdPytorchGPU,18090.07978439331,226.42111778259277,880.4149627685547,116.96171760559082,6438.063621520996,7435.508966445923
236750,236750,xgboost,HummingbirdPytorchGPU,17947.105646133423,222.79930114746094,685.2622032165527,129.29749488830566,6440.414905548096,7255.04994392395
100,100,xgboost,HummingbirdTorchScriptGPU,17959.903955459595,225.8002758026123,3244.898557662964,126.5568733215332,5248.4705448150635,8619.98963356018
1000,1000,xgboost,HummingbirdTorchScriptGPU,18010.895013809204,224.501371383667,1732.7320575714111,118.31235885620117,5175.173759460449,7026.276350021362
10000,10000,xgboost,HummingbirdTorchScriptGPU,17780.04288673401,225.24237632751465,2037.086009979248,115.48447608947754,5320.668935775757,7473.301887512207
236750,236750,xgboost,HummingbirdTorchScriptGPU,17589.680433273315,224.165678024292,1126.603603363037,123.89636039733887,8681.364297866821,9931.93793296814
100,100,xgboost,ONNXGPU,17892.714738845825,226.2721061706543,4668.22361946106,114.86053466796875,1654.9742221832275,6438.129663467407
1000,1000,xgboost,ONNXGPU,18223.280429840088,224.82562065124512,3632.6329708099365,139.97554779052734,653.7494659423828,4426.414966583252
10000,10000,xgboost,ONNXGPU,18068.182229995728,224.989652633667,3583.017110824585,115.94080924987793,651.8371105194092,4350.849151611328
236750,236750,xgboost,ONNXGPU,17968.140602111816,228.3477783203125,6878.661155700684,133.84151458740234,656.2669277191162,7668.835163116455
100,100,xgboost,HummingbirdTVMGPU,18141.286373138428,226.93300247192383,1607.9740524291992,119.52638626098633,34311.96451187134,36039.541482925415
1000,1000,xgboost,HummingbirdTVMGPU,18386.698961257935,226.0267734527588,863.2569313049316,122.34902381896973,30161.394357681274,31147.082805633545
10000,10000,xgboost,HummingbirdTVMGPU,18454.65874671936,225.70180892944336,934.1864585876465,118.2713508605957,33901.6318321228,34954.16474342346
236750,236750,xgboost,HummingbirdTVMGPU,18309.43489074707,229.63261604309082,888.2451057434082,117.68627166748047,89100.78644752502,90106.80055618286
100,100,xgboost,NvidiaFILGPU,17912.986278533936,227.89359092712402,2501.1396408081055,54.308414459228516,6414.012908935547,8969.53296661377
1000,1000,xgboost,NvidiaFILGPU,18052.579164505005,228.4409999847412,931.246280670166,54.3212890625,2626.5830993652344,3612.213373184204
10000,10000,xgboost,NvidiaFILGPU,18524.155855178833,227.19740867614746,1112.307071685791,54.55946922302246,2616.7798042297363,3783.7140560150146
236750,236750,xgboost,NvidiaFILGPU,18443.134784698486,228.77812385559082,904.2117595672607,54.3217658996582,2638.071298599243,3596.6780185699463
100,100,xgboost,XGBoostGPU,18379.191398620605,229.75468635559082,56498.57687950134,118.1340217590332,0.0,56618.654012680054
1000,1000,xgboost,XGBoostGPU,20944.969415664673,229.03871536254883,10908.234119415283,115.55075645446777,0.0,11025.697946548462
10000,10000,xgboost,XGBoostGPU,18199.60379600525,226.95088386535645,7239.916801452637,114.10665512084961,0.0,7356.020212173462
236750,236750,xgboost,XGBoostGPU,18378.674507141113,227.3256778717041,7463.355541229248,115.7376766204834,0.0,7581.002473831177
100,100,lightgbm,HummingbirdPytorchGPU,18390.957355499268,653.7353992462158,3171.7705726623535,119.96865272521973,5652.578353881836,8944.401502609253
1000,1000,lightgbm,HummingbirdPytorchGPU,18261.12675666809,641.4940357208252,873.0390071868896,124.33481216430664,5696.66600227356,6694.1211223602295
10000,10000,lightgbm,HummingbirdPytorchGPU,18431.943655014038,626.6555786132812,879.4798851013184,116.50943756103516,5694.07320022583,6690.141201019287
236750,236750,lightgbm,HummingbirdPytorchGPU,18319.78130340576,642.4684524536133,682.7116012573242,127.39276885986328,5692.820072174072,6503.0035972595215
100,100,lightgbm,HummingbirdTorchScriptGPU,18329.50472831726,638.7667655944824,3100.7394790649414,121.52385711669922,5166.69225692749,8389.023065567017
1000,1000,lightgbm,HummingbirdTorchScriptGPU,18554.25262451172,647.0489501953125,1564.9278163909912,117.06328392028809,5149.182319641113,6831.240177154541
10000,10000,lightgbm,HummingbirdTorchScriptGPU,18332.999229431152,629.8058032989502,1935.6939792633057,125.92315673828125,5261.633396148682,7323.318004608154
100,100,lightgbm,ONNXGPU,18472.731590270996,626.908540725708,3044.5046424865723,136.28458976745605,1638.2241249084473,4819.070816040039
1000,1000,lightgbm,ONNXGPU,18455.09934425354,642.1945095062256,2972.6364612579346,128.09491157531738,1634.657382965088,4735.448598861694
10000,10000,lightgbm,ONNXGPU,18359.29775238037,633.0080032348633,2852.001428604126,115.52643775939941,1651.7984867095947,4619.380950927734
236750,236750,lightgbm,ONNXGPU,18496.31929397583,637.7012729644775,6002.230644226074,116.42599105834961,1626.3148784637451,7745.031833648682
100,100,lightgbm,HummingbirdTVMGPU,18447.725296020508,633.4567070007324,1580.3697109222412,127.47764587402344,31909.117221832275,33617.04421043396
1000,1000,lightgbm,HummingbirdTVMGPU,18402.052640914917,632.9126358032227,844.0701961517334,116.42026901245117,29583.273887634277,30543.84708404541
10000,10000,lightgbm,HummingbirdTVMGPU,18377.625226974487,624.8118877410889,774.7581005096436,123.20780754089355,33050.506830215454,33948.551416397095
236750,236750,lightgbm,HummingbirdTVMGPU,18367.36035346985,637.8405094146729,927.4663925170898,131.56557083129883,88734.16066169739,89793.27583312988
100,100,lightgbm,NvidiaFILGPU,18306.964874267578,640.3605937957764,1968.3589935302734,56.05053901672363,2558.471202850342,4582.953453063965
1000,1000,lightgbm,NvidiaFILGPU,18452.486753463745,670.7210540771484,1213.6414051055908,55.718421936035156,2532.609462738037,3802.032470703125
10000,10000,lightgbm,NvidiaFILGPU,18547.738552093506,632.2002410888672,1586.8809223175049,56.21480941772461,2550.3039360046387,4193.464994430542
236750,236750,lightgbm,NvidiaFILGPU,18553.051471710205,646.8601226806641,2237.2982501983643,56.403398513793945,2510.9972953796387,4804.779529571533
