query size,batch_size,model,framework,data loading time,sklearn loading time,inference time,result writing time,conversion time,total framework time
1,1,lightgbm,ONNXGPU,4947.102785110474,162.6746654510498,182854.77876663208,1192.2352313995361,11803.159236907959,195850.23283958435
10,10,lightgbm,ONNXGPU,4896.594524383545,165.9836769104004,332242.87152290344,1096.733808517456,8759.966611862183,342099.63846206665
100,100,lightgbm,ONNXGPU,4901.494026184082,164.78705406188965,23271.886587142944,1129.164218902588,9356.766939163208,33757.87925720215
1000,1000,lightgbm,ONNXGPU,4895.713806152344,168.37811470031738,16974.361896514893,1064.8655891418457,9542.480945587158,27581.77137374878
10000,10000,lightgbm,ONNXGPU,4903.111934661865,167.29998588562012,14466.553688049316,1082.4296474456787,9757.586479187012,25306.632041931152
100000,100000,lightgbm,ONNXGPU,4964.165449142456,171.68688774108887,18146.338939666748,1094.0227508544922,9565.162420272827,28805.598735809326
2200000,2200000,lightgbm,ONNXGPU,4888.602256774902,166.31007194519043,17889.48369026184,1056.6718578338623,8848.47092628479,27794.69656944275
